offer_id,application_id,offer_date,offered_salary,offer_status
305,2024,2025-07-25,525112.85,Accepted
306,2027,2025-03-23,796861.5,Accepted
307,2028,2025-11-27,1513155.4,Rejected
308,2039,2025-08-15,687882.41,Accepted
309,2040,2025-05-07,1321176.15,Accepted
310,2042,2025-05-09,1086323.99,Accepted
311,2050,2025-10-19,1559692.33,Accepted
312,2090,2025-10-24,1731364.75,Pending
313,2093,2025-07-30,1393032.76,Accepted
314,2095,2025-08-19,1309485.99,Rejected
315,2108,2025-06-27,1667730.71,Pending
316,2111,2025-07-22,770777.4,Accepted
317,2114,2025-07-09,1732649.23,Accepted
318,2132,2025-08-05,1180571.81,Accepted
319,2133,2025-08-28,1095390.36,Pending
320,2135,2025-02-13,793708.79,Accepted
321,2152,2025-09-27,1045661.35,Pending
322,2184,2025-07-10,1624740.33,Pending
323,2188,2025-12-11,532480.73,Rejected
324,2191,2025-05-08,720457.17,Accepted
325,2201,2025-10-31,1158281.17,Rejected
326,2209,2025-08-31,1133690.13,Rejected
327,2210,2025-10-13,1757180.9,Accepted
328,2221,2025-10-29,1799763.85,Rejected
329,2226,2026-01-10,1476103.19,Accepted
330,2231,2025-05-07,1250976.03,Pending
331,2235,2025-08-22,1685085.61,Pending
332,2238,2025-02-18,1595250.21,Rejected
333,2246,2025-11-01,450246.63,Accepted
334,2248,2025-05-10,565431.59,Rejected
335,2249,2025-11-13,1004213.65,Accepted
336,2252,2025-05-22,659265.93,Accepted
337,2257,2025-11-19,409649.84,Pending
338,2261,2025-05-04,1169378.3,Rejected
339,2268,2025-10-09,1262011.49,Accepted
340,2276,2025-12-17,1720323.29,Accepted
341,2288,2026-02-01,1405083.15,Accepted
342,2297,2025-08-04,1691877.63,Rejected
343,2303,2026-01-29,1230128.14,Pending
344,2308,2025-07-22,1709530.69,Accepted
345,2320,2025-03-24,529598.55,Pending
346,2332,2025-04-30,1650016.55,Accepted
347,2336,2025-09-09,1422978.57,Accepted
348,2340,2025-09-08,831015.96,Accepted
349,2347,2025-11-11,964318.73,Accepted
350,2352,2025-07-14,1706560.14,Accepted
351,2354,2025-03-30,1216355.0,Rejected
352,2358,2025-10-10,1564953.56,Accepted
353,2365,2025-10-12,808467.24,Accepted
354,2371,2025-11-08,820540.75,Accepted
355,2374,2025-06-21,1539316.18,Accepted
356,2379,2026-01-04,1090088.18,Rejected
357,2381,2025-09-13,1434935.96,Accepted
358,2392,2025-08-07,459285.94,Rejected
359,2405,2025-10-08,1212453.28,Accepted
360,2410,2026-01-03,1148860.97,Accepted
361,2434,2025-02-10,1578005.64,Rejected
362,2441,2025-07-08,980150.38,Rejected
363,2443,2025-11-02,769787.56,Pending
364,2459,2025-07-13,1311732.14,Pending
365,2462,2025-03-30,1213858.64,Accepted
366,2463,2025-09-18,463240.64,Rejected
367,2468,2025-05-05,880587.15,Pending
368,2469,2025-12-25,744866.72,Accepted
369,2477,2025-04-06,1661124.49,Accepted
370,2480,2025-06-04,954010.79,Rejected
371,2489,2025-10-18,1581887.24,Accepted
372,2491,2025-08-08,1027401.71,Rejected
373,2501,2025-08-13,1411534.3,Accepted
374,2521,2025-07-09,1610994.59,Accepted
375,2524,2025-03-27,1667412.13,Pending
376,2530,2025-08-08,1312556.58,Accepted
377,2533,2025-09-07,697187.01,Rejected
378,2540,2025-02-13,795977.84,Accepted
379,2573,2025-11-15,1006729.46,Rejected
380,2574,2025-05-05,442506.41,Accepted
381,2575,2025-07-28,1441026.75,Rejected
382,2580,2025-10-03,743055.47,Accepted
383,2588,2025-03-30,1386966.29,Accepted
384,2590,2025-01-31,1038376.89,Accepted
385,2594,2025-10-05,742569.42,Accepted
386,2602,2025-10-24,1658422.31,Accepted
387,2605,2025-05-28,749353.54,Accepted
388,2609,2025-04-13,1140090.83,Accepted
389,2613,2025-04-13,521519.55,Pending
390,2620,2025-07-13,1556362.18,Rejected
391,2621,2025-10-31,1093512.23,Accepted
392,2622,2025-08-13,848169.36,Accepted
393,2624,2025-11-19,1138798.31,Rejected
394,2628,2025-11-10,1716095.27,Accepted
395,2643,2025-12-22,503657.88,Pending
396,2647,2025-05-25,409849.36,Accepted
397,2648,2025-08-05,779585.79,Accepted
398,2655,2025-07-28,1442098.53,Pending
399,2657,2025-01-22,1136814.39,Rejected
400,2662,2025-09-07,693343.81,Accepted
401,2667,2025-07-27,844146.0,Accepted
402,2671,2025-07-08,470711.27,Accepted
403,2678,2025-03-24,1003936.78,Rejected
404,2681,2025-09-07,961911.05,Accepted
405,2694,2025-07-04,515182.61,Rejected
406,2718,2025-12-14,1148078.17,Pending
407,2726,2025-10-02,529749.99,Accepted
408,2728,2025-03-31,1663869.46,Rejected
409,2731,2025-04-23,1138663.83,Pending
410,2732,2025-07-06,1499881.42,Accepted
411,2736,2025-04-26,802826.91,Accepted
412,2750,2025-09-16,723686.65,Accepted
413,2751,2025-02-13,1438621.37,Accepted
414,2752,2025-05-27,1421614.52,Accepted
415,2755,2025-10-25,1034893.66,Accepted
416,2771,2025-04-03,420649.19,Accepted
417,2774,2025-12-30,460171.12,Accepted
418,2779,2025-06-03,1045941.23,Accepted
419,2783,2025-07-04,1119311.62,Rejected
420,2790,2025-02-24,1714104.95,Rejected
421,2795,2025-06-04,1499278.33,Pending
422,2799,2025-07-11,467839.55,Accepted
423,2813,2025-09-27,1550565.26,Accepted
424,2823,2025-07-31,1649610.33,Accepted
425,2830,2026-01-25,780928.29,Accepted
426,2839,2025-11-27,1376385.92,Accepted
427,2845,2025-11-16,664698.4,Accepted
428,2847,2025-06-13,957332.69,Accepted
429,2860,2025-09-09,687037.31,Accepted
430,2867,2025-07-18,441041.66,Accepted
431,2870,2025-08-24,1535811.17,Accepted
432,2874,2025-08-22,958363.99,Accepted
433,2879,2025-05-21,538533.08,Accepted
434,2880,2025-09-16,513443.55,Rejected
435,2883,2025-05-06,770827.41,Accepted
436,2890,2025-11-16,428059.27,Accepted
437,2891,2025-06-02,1096765.8,Accepted
438,2898,2025-05-04,1792744.55,Accepted
439,2921,2025-08-01,972480.25,Accepted
440,2927,2026-01-09,853883.23,Accepted
441,2928,2025-04-01,1420041.25,Rejected
442,2937,2026-01-13,750955.07,Pending
443,2938,2026-01-12,1301827.86,Rejected
444,2943,2025-10-09,453086.51,Accepted
445,2969,2025-03-02,716601.87,Accepted
446,2970,2025-06-25,471471.51,Accepted
447,3000,2025-03-22,1223770.04,Accepted
448,3020,2025-07-06,793243.27,Accepted
449,3021,2025-02-18,1109261.17,Rejected
450,3031,2025-12-09,1516874.15,Accepted
451,3041,2025-06-11,1377706.27,Accepted
452,3055,2026-01-30,1691833.34,Accepted
453,3063,2025-10-19,810228.12,Accepted
454,3068,2025-11-08,659363.35,Pending
455,3071,2025-05-07,973659.07,Rejected
456,3076,2025-08-22,1480989.19,Accepted
457,3080,2025-08-11,1507900.83,Accepted
458,3088,2025-08-02,463553.55,Accepted
459,3089,2025-09-09,650630.16,Accepted
460,3093,2025-10-02,1608461.13,Rejected
461,3108,2025-08-08,1328481.14,Pending
462,3109,2025-07-06,1076467.97,Accepted
463,3114,2025-12-06,802510.98,Accepted
464,3116,2025-05-21,988333.65,Accepted
465,3126,2025-06-22,656463.52,Pending
466,3127,2025-01-28,597741.89,Accepted
467,3152,2025-11-23,1788552.89,Pending
468,3159,2025-02-18,674561.15,Accepted
469,3174,2025-10-23,1657529.9,Accepted
470,3181,2025-02-11,1495242.52,Rejected
471,3184,2025-03-15,432692.27,Accepted
472,3188,2025-09-06,1082673.09,Accepted
473,3195,2025-09-21,1153629.09,Accepted
474,3205,2025-12-02,1785605.31,Rejected
475,3207,2025-10-24,1065844.64,Rejected
476,3220,2025-07-12,405218.23,Accepted
477,3225,2025-05-02,1309533.62,Accepted
478,3233,2025-10-10,1716067.35,Accepted
479,3236,2025-04-15,1004798.59,Accepted
480,3237,2026-01-06,934947.08,Accepted
481,3238,2025-12-16,1551674.22,Accepted
482,3240,2025-09-20,558499.55,Accepted
483,3248,2025-06-23,403019.69,Accepted
484,3256,2025-06-26,792084.59,Accepted
485,3278,2025-08-12,1724410.37,Accepted
486,3286,2025-09-30,488383.21,Accepted
487,3294,2025-08-14,889625.89,Accepted
488,3300,2025-11-09,786803.2,Accepted
489,3312,2025-05-13,493216.97,Accepted
490,3316,2025-03-18,694605.97,Accepted
491,3321,2025-12-05,1513737.99,Accepted
492,3335,2025-04-25,924510.81,Accepted
493,3336,2025-09-24,498403.57,Accepted
494,3340,2025-10-19,489916.92,Accepted
495,3344,2025-04-03,1201852.3,Accepted
496,3348,2025-03-07,649331.04,Pending
497,3355,2025-09-05,1474848.82,Accepted
498,3360,2025-04-14,1209129.21,Accepted
499,3367,2025-07-08,916800.88,Accepted
500,3385,2025-12-27,1719192.44,Accepted
501,3387,2025-03-28,1097697.64,Accepted
502,3397,2025-08-12,1465040.67,Rejected
503,3398,2025-08-01,845667.17,Rejected
504,3424,2025-04-17,1016184.62,Accepted
505,3426,2025-10-08,631177.4,Accepted
506,3432,2025-12-20,1660014.35,Rejected
507,3445,2025-06-02,1769118.06,Accepted
508,3446,2025-04-18,954911.09,Accepted
509,3447,2025-05-25,1279655.75,Rejected
510,3452,2025-04-13,1112627.92,Accepted
511,3467,2025-10-25,1314850.95,Accepted
512,3486,2025-02-01,1133138.18,Accepted
513,3504,2025-05-24,1253654.27,Rejected
514,3505,2025-03-17,1793713.93,Accepted
515,3508,2025-03-06,1108264.15,Accepted
516,3517,2026-01-05,902807.65,Accepted
517,3518,2025-05-24,1721868.46,Accepted
518,3519,2025-02-18,1147187.43,Accepted
519,3531,2026-01-08,1514444.51,Rejected
520,3543,2025-09-15,666758.63,Accepted
521,3544,2025-09-19,448695.85,Rejected
522,3550,2025-09-16,913047.77,Accepted
523,3568,2025-10-07,592582.96,Accepted
524,3576,2025-02-10,1273933.19,Pending
525,3583,2025-06-02,560664.4,Accepted
526,3589,2025-12-03,903924.13,Accepted
527,3593,2025-11-07,1494384.95,Accepted
528,3595,2025-02-09,471216.8,Accepted
529,3597,2025-06-12,1755480.62,Accepted
530,3616,2025-03-13,1053100.41,Accepted
531,3617,2025-02-09,1759941.36,Accepted
532,3620,2025-07-14,1302021.67,Accepted
533,3633,2025-04-28,427343.04,Accepted
534,3637,2025-07-28,666751.97,Accepted
535,3638,2025-05-14,1440094.99,Rejected
536,3643,2025-10-09,984332.2,Accepted
537,3647,2025-12-18,1293602.78,Accepted
538,3656,2025-10-15,1259984.46,Accepted
539,3658,2025-10-04,1351075.54,Accepted
540,3660,2025-07-22,1450293.69,Accepted
541,3664,2025-10-25,482988.95,Rejected
542,3667,2026-01-06,1660354.97,Accepted
543,3672,2025-09-29,495921.81,Accepted
544,3674,2025-02-15,996224.93,Accepted
545,3679,2025-04-07,970343.6,Accepted
546,3681,2026-02-01,1066161.92,Accepted
547,3686,2025-04-05,1131369.81,Accepted
548,3689,2025-11-01,990799.53,Accepted
549,3690,2025-03-24,1087173.6,Accepted
550,3694,2026-01-08,522899.68,Pending
551,3701,2025-11-02,1148873.07,Accepted
552,3702,2025-10-20,544729.61,Rejected
553,3713,2025-10-30,1768009.96,Rejected
554,3715,2025-11-14,1354952.51,Pending
555,3752,2025-04-28,758749.89,Accepted
556,3765,2025-04-28,937493.59,Accepted
557,3776,2025-04-20,1150782.11,Rejected
558,3782,2025-06-16,778531.62,Accepted
559,3788,2025-07-17,1046036.61,Accepted
560,3795,2025-09-12,839123.84,Rejected
561,3808,2025-09-29,1564637.91,Accepted
562,3811,2025-07-07,1769625.07,Accepted
563,3816,2025-11-03,875710.49,Accepted
564,3818,2025-05-11,1642962.71,Accepted
565,3827,2025-05-27,1326351.89,Accepted
566,3829,2025-07-30,972012.48,Accepted
567,3850,2025-10-03,1252485.23,Pending
568,3859,2025-04-03,1073849.66,Accepted
569,3862,2025-08-13,876814.19,Rejected
570,3871,2025-07-16,1606073.24,Accepted
571,3872,2025-09-06,1448359.46,Accepted
572,3875,2025-10-06,1013165.84,Accepted
573,3876,2025-03-08,1016027.45,Rejected
574,3878,2025-03-11,1185100.33,Rejected
575,3881,2025-10-23,702282.53,Accepted
576,3890,2025-10-29,857511.02,Rejected
577,3893,2025-07-30,1146638.68,Accepted
578,3896,2025-06-17,1389492.94,Accepted
579,3900,2025-12-11,1648487.03,Accepted
580,3903,2025-08-01,1680238.58,Accepted
581,3906,2026-01-03,1704497.17,Accepted
582,3919,2026-01-11,1677303.82,Pending
583,3921,2025-12-17,448179.31,Accepted
584,3925,2025-06-23,404811.74,Accepted
585,3935,2025-02-08,1372500.31,Accepted
586,3949,2025-07-22,1031047.19,Accepted
587,3951,2025-05-20,727484.57,Rejected
588,3964,2025-09-10,1020896.67,Accepted
589,3968,2025-06-21,1036997.84,Accepted
590,3973,2025-04-26,1360862.08,Accepted
591,3975,2026-01-01,785558.26,Rejected
592,3977,2025-11-30,845893.51,Accepted
593,3986,2025-12-15,1292392.16,Accepted
594,4009,2025-06-15,1375918.62,Accepted
595,4029,2025-04-27,843439.94,Accepted
596,4037,2026-01-26,1401343.76,Accepted
597,4038,2025-07-05,729401.88,Rejected
598,4042,2025-04-28,738284.12,Accepted
599,4043,2025-05-12,872093.65,Accepted
600,4048,2025-08-04,476872.98,Accepted
601,4054,2025-01-27,1547186.77,Rejected
602,4056,2025-09-26,565968.77,Accepted
603,4060,2025-03-30,412143.66,Accepted
604,4064,2025-05-02,1029016.78,Accepted
605,4065,2025-09-22,1628695.67,Accepted
606,4067,2025-10-11,815356.49,Accepted
607,4072,2025-08-02,994287.13,Accepted
608,4075,2025-05-26,1454643.36,Accepted
609,4076,2025-08-08,1785111.78,Accepted
610,4083,2025-11-21,1073428.86,Accepted
611,4086,2025-07-30,1203159.56,Rejected
612,4117,2025-07-06,1531796.46,Accepted
613,4120,2025-03-21,1299346.09,Accepted
614,4128,2025-12-07,1090818.57,Accepted
615,4130,2025-10-11,1595241.86,Accepted
616,4138,2025-10-30,1131892.5,Rejected
617,4147,2025-12-13,1519375.33,Accepted
618,4148,2026-01-07,1246627.9,Rejected
619,4149,2025-08-09,1574337.53,Accepted
620,4151,2025-04-21,882580.1,Accepted
621,4154,2025-03-23,1268087.93,Accepted
622,4156,2025-06-19,740793.69,Pending
623,4157,2025-11-21,1248776.61,Accepted
624,4162,2025-12-20,1710655.94,Accepted
625,4171,2025-09-09,1195752.07,Accepted
626,4174,2025-12-04,633597.69,Accepted
627,4178,2025-05-31,743038.59,Accepted
